id, name, Metro_name, latitude, longitude, mergeList, totalDegree
5714,Aberdeen Regional Airport,10100,45.4491,-98.4218,5714|,240.0
3718,Abilene Rgnl,10180,32.411319,-99.681897,3718|3695|,480.0
2885,Rafael Hernandez,10380,18.494861,-67.129444,2885|,1208.0
4112,Akron Canton Regional Airport,10420,40.916083,-81.442194,4112|3587|8705|,5186.0
5715,Southwest Georgia Regional Airport,10500,31.5355,-84.1945,5715|,960.0
3864,Albany Intl,10580,42.748267,-73.801692,3864|6968|8900|9179|9180|,7021.0
4019,Albuquerque International Sunport,10740,35.040222,-106.609194,4019|3529|9438|,10909.3333358765
3852,Alexandria Intl,10780,31.3274,-92.549833,3852|3634|,1440.0
4355,Lehigh Valley Intl,10900,40.652083,-75.440806,4355|9452|,3140.0
5720,Alpena County Regional Airport,10980,45.0781,-83.5603,5720|,480.0
3694,Altoona Blair Co,11020,40.296372,-78.320022,3694|,480.0
3840,Rick Husband Amarillo Intl,11100,35.219369,-101.705931,3840|,2276.3333435059
3774,Ted Stevens Anchorage Intl,11260,61.174361,-149.996361,3774|3422|3438|3569|3692|4004|7770|8051|9029|9030|,15283.6666259766
4007,Asheville Regional Airport,11700,35.436194,-82.541806,4007|,2940.0
5716,Athens Ben Epps Airport,12020,33.9486,-83.3263,5716|,80.0
3682,Hartsfield Jackson Atlanta Intl,12060,33.636719,-84.428067,3682|3666|7497|7654|7712|7847|8291|8292|8297|8300|8306|8307|8309|8321|8369|8512|8513|8601|8805|9066|,267681.142028809
3524,Atlantic City Intl,12100,39.457583,-74.577167,3524|8724|,2594.0
3658,Augusta Rgnl At Bush Fld,12260,33.369944,-81.9645,3658|8318|8514|8515|9416|,1653.3333129883
3701,Augusta State,12300,44.320647,-69.797317,3701|,80.0
3673,Austin Bergstrom Intl,12420,30.194528,-97.669889,3673|4385|8811|,23517.0666885376
3558,Meadows Fld,12540,35.433598,-119.05677,3558|3490|3512|7026|7120|7851|,1120.0
3849,Baltimore Washington Intl,12580,39.175361,-76.668333,3849|3489|3772|6452|6965|8411|8470|8552|8935|9183|,38756.5665893555
3463,Bangor Intl,12620,44.807444,-68.828139,3463|3551|,2040.0
4278,Barnstable Muni Boardman Polando Fld,12700,41.669336,-70.280356,4278|6456|3725|,200.0
3846,Baton Rouge Metro Ryan Fld,12940,30.533167,-91.149639,3846|,1930.0
3612,Southeast Texas Rgnl,13140,29.950833,-94.020694,3612|9190|,480.0
3777,Bellingham Intl,13380,48.792694,-122.537528,3777|6864|7956|,2660.0
4287,Bemidji Regional Airport,13420,47.510722,-94.934722,4287|,240.0
4103,Roberts Fld,13460,44.254066,-121.149964,4103|8133|,1680.0
4021,Billings Logan International Airport,13740,45.80921,-108.537654,4021|,2186.0
4129,Greater Binghamton Edwin A Link Fld,13780,42.208689,-75.979839,4129|9419|9453|,960.0
3811,Birmingham Intl,13820,33.562942,-86.75355,3811|8394|9428|,8816.0
4083,Bismarck Municipal Airport,13900,46.775842,-100.757931,4083|,1508.0
4037,Central Illinois Rgnl,14010,40.477111,-88.915917,4037|,2956.0
3495,Boise Air Terminal,14260,43.564361,-116.222861,3495|,5215.0
3448,General Edward Lawrence Logan Intl,14460,42.364347,-71.005181,3448|4011|5763|3425|7966|8277|8280|8285|8288|8658|9049|9333|9334|9335|9336|9337|9344|9352|9396|,68312.6071777344
4020,Gallatin Field,14580,45.777643,-111.160151,4020|7072|,1978.0
6957,Brainerd Lakes Rgnl,14660,46.398308,-94.138078,6957|,480.0
3560,Valley Intl,15180,26.2285,-97.654389,3560|3738|,1750.6666870117
3820,Buffalo Niagara Intl,15380,42.940525,-78.732167,3820|3630|8415|8546|9052|9081|9432|,9096.9332885742
3711,Burlington Intl,15540,44.471861,-73.153278,3711|,3240.0
4022,Bert Mooney Airport,15580,45.954806,-112.497472,4022|,240.0
3793,Southwest Florida Intl,15980,26.536167,-81.755167,3793|3549|,18083.6664733887
6825,Williamson Country Regional Airport,16060,37.754957,-89.011094,6825|,80.0
3872,Natrona Co Intl,16220,42.908,-106.464417,3872|,720.0
3824,Cedar City Rgnl,16260,37.700967,-113.098847,3824|,240.0
4043,Cedar Rapids,16300,41.884694,-91.710806,4043|,4272.0
4049,Champaign,16580,40.03925,-88.278056,4049|7887|9306|,960.0
4285,Yeager,16620,38.373147,-81.593189,4285|,2542.0
3806,Charleston Afb Intl,16700,32.898647,-80.040528,3806|8009|,8476.933380127
3876,Charlotte Douglas Intl,16740,35.214,-80.943139,3876|6482|7494|8526|8905|,84986.8024902344
4015,Charlottesville-Albemarle,16820,38.138639,-78.452861,4015|,3120.0
3578,Lovell Fld,16860,35.035278,-85.203808,3578|8311|,3900.0
3804,Cheyenne Rgnl Jerry Olson Fld,16940,41.155722,-104.811839,3804|,1440.0
3830,Chicago Ohare Intl,16980,41.978603,-87.904842,3830|3747|3699|3818|6442|6451|6848|6874|6878|6879|6893|6956|7039|7040|7886|7936|8496|8592|8593|8606|8638|8649|9338|9339|9340|9435|,178716.884674072
3710,Chico Muni,17020,39.795383,-121.858422,3710|,80.0
3488,Cincinnati Northern Kentucky Intl,17140,39.048836,-84.667822,3488|3681|6872|6876|8144|8706|,19326.6667327881
5749,Lebanon Municipal Airport,17200,43.6261,-72.3042,5749|4267|,160.0
5730,Harrison Marion Regional Airport,17220,39.2966,-80.2281,5730|,660.0
3486,Cleveland Hopkins Intl,17460,41.411689,-81.849794,3486|4253|8161|8535|8542|8544|8626|9445|,20369.3666992188
3715,Easterwood Fld,17780,30.588583,-96.363833,3715|3631|,720.0
3819,City Of Colorado Springs Muni,17820,38.805805,-104.700778,3819|3503|9429|,3440.0
3719,Columbia Rgnl,17860,38.818094,-92.219631,3719|,960.0
3561,Columbia Metropolitan,17900,33.938833,-81.119528,3561|8516|9390|,4071.5
4255,Columbus Metropolitan Airport,17980,32.516333,-84.938861,4255|3539|8305|9418|,720.0
4273,Golden Triangle Regional Airport,18060,33.450333,-88.591361,4273|3868|,720.0
3759,Port Columbus Intl,18140,39.997972,-82.891889,3759|3674|7511|9403|,16301.6667480469
5757,Southwest Oregon Regional Airport,18300,43.4171,-124.246,5757|,320.0
3744,Corpus Christi Intl,18580,27.770361,-97.501222,3744|7023|8077|,1181.3333435059
3873,Eglin Afb,18880,30.48325,-86.5254,3873|3507|3555|7514|8310|,2505.0
3670,Dallas Fort Worth Intl,19100,32.896828,-97.037997,3670|3502|3723|3735|3766|6948|7513|7846|7935|8188|8342|,145168.832611084
4072,Quad City Intl,19340,41.448528,-90.507539,4072|,3668.0
3627,James M Cox Dayton Intl,19380,39.902375,-84.219375,3627|3763|7776|,7669.3333435059
4042,Decatur,19500,39.834564,-88.865689,4042|,160.0
3950,Daytona Beach Intl,19660,29.179917,-81.058056,3950|6995|8118|8182|,1316.6666259766
3751,Denver Intl,19740,39.861656,-104.673178,3751|3567|4222|4251|7822|7890|9067|,101043.395187378
3729,Des Moines Intl,19780,41.533972,-93.663083,3729|7021|,6977.9999389649
3645,Detroit Metro Wayne Co,19820,42.212444,-83.353389,3645|3557|3737|3742|3809|7705|8877|8989|9196|,67009.9943695068
4388,Dubuque Rgnl,20220,42.402,-90.709472,4388|,480.0
3598,Duluth Intl,20260,46.842091,-92.193649,3598|3650|7016|,960.0
3713,Durango La Plata Co,20420,37.151516,-107.75377,3713|,1200.0
5735,Chippewa Valley Regional Airport,20740,44.8658,-91.4843,5735|,240.0
4250,Eagle Co Rgnl,20780,39.642556,-106.917694,4250|7038|,240.0
5736,Elko Regional Airport,21220,40.8249,-115.792,5736|,80.0
3946,Elmira Corning Rgnl,21300,42.159889,-76.891611,3946|,1470.0
3559,El Paso Intl,21340,31.80725,-106.377583,3559|3595|,5705.3333816528
4276,Erie Intl Tom Ridge Fld,21500,42.082022,-80.176217,4276|,960.0
4099,Mahlon Sweet Fld,21660,44.124583,-123.211972,4099|8635|9298|,3088.0
4384,Arcata,21700,40.978111,-124.108611,4384|,240.0
4018,Evansville Regional,21780,38.036997,-87.532364,4018|,2160.0
3832,Fairbanks Intl,21820,64.815114,-147.856267,3832|3649|3882|9027|,3278.0
4292,Hector International Airport,22020,46.92065,-96.815764,4292|,3492.0
3743,Four Corners Rgnl,22140,36.74125,-108.229944,3743|,2160.0
5738,Fayetteville Regional Grannis Field,22180,34.9912,-78.8803,5738|3481|,1944.0
4356,NW Arkansas Regional,22220,36.281869,-94.306811,4356|3760|,5795.0
4124,Page Municipal Airport,22380,36.9261,-111.4483,4124|4261|4219|7057|,1280.0
4089,Bishop International,22420,42.965424,-83.743629,4089|,3216.0
3879,Florence Rgnl,22500,34.185361,-79.723889,3879|8313|,480.0
5756,Northwest Alabama Regional Airport,22520,34.7453,-87.6102,5756|,240.0
3437,Fort Smith Rgnl,22900,35.336583,-94.367444,3437|,1200.0
4041,Fort Wayne,23060,40.978472,-85.195139,4041|4383|,3878.0
3687,Fresno Yosemite Intl,23420,36.776194,-119.71814,3687|,4668.0
3472,Gainesville Rgnl,23540,29.690056,-82.271778,3472|,2846.6666564942
7001,Aspen Pitkin County Sardy Field,24060,39.2232,-106.869,7001|7652|7942|,480.0
3442,Grand Forks Intl,24220,47.949256,-97.176111,3442|3565|,1220.0
4063,Grand Junction Regional,24300,39.122413,-108.526735,4063|7943|,1920.0
3685,Gerald R Ford Intl,24340,42.880833,-85.522806,3685|8647|,7010.3333282471
3880,Great Falls Intl,24500,47.482,-111.370689,3880|,1680.0
3653,Austin Straubel Intl,24580,44.485072,-88.129589,3653|,1954.0
4008,Piedmont Triad,24660,36.09775,-79.937306,4008|,6316.3380737305
6130,Mid Delta Regional Airport,24740,33.4829,-90.9856,6130|,240.0
6959,Pitt-Greenville Airport,24780,35.635278,-77.385278,6959|,480.0
4038,Gulfport-Biloxi,25060,30.407278,-89.070111,4038|3538|,2160.0
6739,Hagerstown Regional Richard A Henson Field,25180,39.7079,-77.7295,6739|,320.0
3542,Harrisburg Intl,25420,40.193494,-76.763403,3542|9465|,4737.3333435059
3461,Boone Co,25460,36.261519,-93.154728,3461|,160.0
3825,Bradley Intl,25540,41.938889,-72.683222,3825|3780|7043|8563|,13674.6333618164
3504,Helena Rgnl,25740,46.606806,-111.98275,3504|,1080.0
3514,Kona Intl At Keahole,25900,19.738767,-156.045631,3514|3415|3545|3532|3787|6415|7756|7758|,6702.6666564941
7002,Hilton Head,25940,32.216,-80.752,7002|3769|7049|8314|8518|,960.0
5741,Memorial Field,26300,34.478,-93.0962,5741|,160.0
5732,Houghton County Memorial Airport,26340,47.1684,-88.4891,5732|,240.0
3550,George Bush Intercontinental,26420,29.984433,-95.341442,3550|3566|3572|3581|3619|4065|4220|4226|8851|9225|9252|,80791.8190002441
5742,Tri State Milton J Ferguson Field,26580,38.3667,-82.558,5742|,1260.0
4113,Huntsville International Airport-Carl T Jones Field,26620,34.637194,-86.775056,4113|3480|8834|,4294.3333129883
4100,Idaho Falls Rgnl,26820,43.514556,-112.07075,4100|,960.0
3585,Indianapolis Intl,26900,39.717331,-86.294383,3585|6891|8409|,17516.1666564941
3947,Ithaca Tompkins Rgnl,27060,42.491028,-76.458444,3947|,960.0
3580,Jackson Evers Intl,27140,32.311167,-90.075889,3580|,4342.4999313355
3704,Mc Kellar Sipes Rgnl,27180,35.599889,-88.915611,3704|,160.0
4027,Jackson Hole Airport,27220,43.607333,-110.73775,4027|,488.0
3712,Jacksonville Intl,27260,30.494056,-81.687861,3712|6989|3703|6996|7496|8268|8806|,12296.5
4386,Albert J Ellis,27340,34.829164,-77.612139,4386|3707|,1680.0
7059,Chautauqua County-Jamestown,27460,42.153333,-79.258056,7059|8545|,480.0
4169,John Murtha Johnstown-Cambria County Airport,27780,40.316111,-78.833889,4169|9256|9347|,480.0
4354,Joplin Rgnl,27900,37.151814,-94.498269,4354|,480.0
3492,Juneau Intl,27940,58.354972,-134.576278,3492|7400|7402|,3104.0
3456,Kahului,27980,20.89865,-156.430458,3456|3851|3705|3796|3445|5989|7760|,13494.0
4039,Kalamazoo,28020,42.234875,-85.552058,4039|8648|,1440.0
4127,Glacier Park Intl,28060,48.310472,-114.256,4127|,1200.0
3458,Kansas City Intl,28140,39.297606,-94.713905,3458|3800|4293|7869|9228|9437|,20227.0000305176
6129,Kearney Municipal Airport,28260,40.727,-99.0068,6129|,80.0
6133,Tri Cities Airport,28420,46.2647,-119.119,6133|9407|9409|,1920.0
3808,Ketchikan Intl,28540,55.355556,-131.71375,3808|7249|7404|7643|,3168.0
3775,Robert Gray Aaf,28660,31.06725,-97.828917,3775|3677|4230|,1440.0
4116,Tri-Cities Regional Airport,28700,36.475222,-82.407417,4116|,1692.0
5744,Kirksville Regional Airport,28860,40.0935,-92.5449,5744|,80.0
5750,Klamath Falls Airport,28900,42.1561,-121.733,5750|,160.0
3676,Mc Ghee Tyson,28940,35.810972,-83.994028,3676|8296|,7463.0
4044,La Crosse Municipal,29100,43.878986,-91.256711,4044|,720.0
3493,Lafayette Rgnl,29180,30.205278,-91.987611,3493|3471|,1440.0
3513,Lake Charles Rgnl,29340,30.126112,-93.223335,3513|,720.0
6132,Kingman Airport,29420,35.2595,-113.938,6132|6448|6449|6131|7586|9316|,960.0
5751,Lancaster Airport,29540,40.1217,-76.2961,5751|7318|,80.0
3544,Capital City,29620,42.7787,-84.587357,3544|,1952.0
5746,Laramie Regional Airport,29660,41.3121,-105.675,5746|,80.0
3691,Laredo Intl,29700,27.54375,-99.461556,3691|,960.0
3877,Mc Carran Intl,29820,36.080056,-115.15225,3877|3496|3814|6877|7999|,77637.4119110107
3945,Lewiston Nez Perce Co,30300,46.3745,-117.015389,3945|,960.0
4017,Blue Grass,30460,38.0365,-84.605889,4017|,4867.5
3543,Lincoln,30700,40.850971,-96.75925,3543|,720.0
3660,Adams Fld,30780,34.729444,-92.224306,3660|3479|3501|,7042.6666870117
7584,Los Alamos Airport,31060,35.879802,-106.269415,7584|,80.0
3484,Los Angeles Intl,31080,33.942536,-118.408075,3484|3867|3582|3644|3508|3756|4071|4298|6481|7025|7053|7647|7694|7755|7995|8220|8798|9533|,198165.833518982
4014,Louisville International Airport,31140,38.174086,-85.736499,4014|3600|,10134.0000305176
3829,Lubbock Preston Smith Intl,31180,33.663639,-101.822778,3829|,2254.6666870117
5753,Lynchburg Regional Preston Glenn Field,31340,37.3267,-79.2004,5753|,480.0
3754,Middle Georgia Rgnl,31420,32.69285,-83.649211,3754|,480.0
3459,Dane Co Rgnl Truax Fld,31540,43.139858,-89.337514,3459|6852|8495|,4217.1666717529
5770,Adirondack Regional Airport,31660,44.3853,-74.2062,5770|,80.0
4050,Manhattan Reigonal,31740,39.140972,-96.670833,4050|,960.0
6838,Sawyer International Airport,32100,46.353611,-87.395278,6838|3675|,720.0
2888,Eugenio Maria De Hostos,32420,18.255694,-67.148472,2888|,80.0
3826,Mc Allen Miller Intl,32580,26.175833,-98.238611,3826|,1545.3333435059
4101,Rogue Valley Intl Medford,32780,42.374228,-122.8735,4101|,2080.0
3473,Memphis Intl,32820,35.042417,-89.976667,3473|3778|7817|7827|,13395.9999389648
7122,Merced Municipal Airport,32900,37.284722,-120.513889,7122|3683|,240.0
3576,Miami Intl,33100,25.79325,-80.290556,3576|3533|3722|3464|3468|3593|3791|3798|3831|3869|7661|7663|7748|7750|7923|8379|9143|9144|9425|9467|,135614.949554443
3717,General Mitchell Intl,33340,42.947222,-87.896583,3717|6903|7839|8044|8693|,15602.8000030518
3858,Minneapolis St Paul Intl,33460,44.881956,-93.221767,3858|4271|3762|8681|8748|8838|9226|9447|,60491.1692657471
3498,Minot Intl,33500,48.259378,-101.280333,3498|3637|7823|,1208.0
4216,Missoula Intl,33540,46.916306,-114.090556,4216|,1688.0
3782,Mobile Rgnl,33660,30.691231,-88.242814,3782|3452|,2145.299987793
3816,Modesto City Co Harry Sham,33700,37.625817,-120.954422,3816|8662|,80.0
3732,Monroe Rgnl,33740,32.510864,-92.037689,3732|,1440.0
4115,Montgomery Regional Airport,33860,32.300639,-86.393972,4115|3500|,1680.0
4284,Morgantown Muni Walter L Bill Hart Fld,34060,39.642908,-79.916314,4284|,480.0
5754,Muskegon County Airport,34740,43.1695,-86.2382,5754|,240.0
3515,Myrtle Beach Intl,34820,33.67975,-78.928333,3515|7509|8604|,8785.5
4012,Naples Muni,34940,26.152619,-81.775294,4012|3721|6892|8641|9102|,80.0
3690,Nashville Intl,34980,36.124472,-86.678194,3690|7930|,20855.1998291016
3730,Craven Co Rgnl,35100,35.072972,-77.042944,3730|3656|,1200.0
4006,Tweed-New Haven Airport,35300,41.26375,-72.886806,4006|6441|8289|,480.0
3861,Louis Armstrong New Orleans Intl,35380,29.993389,-90.258028,3861|3768|9188|,32552.6476364136
3797,John F Kennedy Intl,35620,40.639751,-73.778925,3797|3494|3697|3589|3857|3661|7657|3624|3590|3812|3993|4032|6439|6966|7045|7321|7729|7767|7881|7990|8010|8034|8123|8283|8531|8550|8562|8591|8665|8812|9350|9351|9451|9463|9464|9466|9482|9501|9504|9505|9511|,196196.566604614
5748,North Platte Regional Airport Lee Bird Field,35820,41.1262,-100.684,5748|,240.0
4067,Sarasota Bradenton Intl,35840,27.395444,-82.554389,4067|7662|,3587.3333435059
3546,Massena Intl Richards Fld,36300,44.935833,-74.845547,3546|3724|,80.0
3863,Will Rogers World,36420,35.393089,-97.600733,3863|3525|,10049.3333282471
3454,Eppley Afld,36540,41.303167,-95.894069,3454|3836|,8538.666595459
3878,Orlando Intl,36740,28.429394,-81.308994,3878|4167|3416|4079|6993|8902|9242|,75438.1666107178
5758,Owensboro Daviess County Airport,36980,37.7401,-87.1668,5758|,320.0
3671,Melbourne Intl,37340,28.102753,-80.645258,3671|3623|4070|9105|9197|9198|9199|,1200.0
7669,Panama City-NW Florida Bea.,37460,30.3417,-85.7973,7669|3669|4073|,1718.9999694824
3564,Pensacola Rgnl,37860,30.473425,-87.186611,3564|3444|3563|,5052.0
4046,Peoria Regional,37900,40.664203,-89.693258,4046|,3630.0
3752,Philadelphia Intl,37980,39.871944,-75.241139,3752|3859|3655|3750|3803|7006|7319|7385|8504|8548|8549|8772|9082|9249|9503|,87591.6310272217
3462,Phoenix Sky Harbor Intl,38060,33.434278,-112.011583,3462|6505|3506|3765|7126|7649|7980|7981|7982|7983|8397|8869|8870|8874|8875|9138|9139|,75059.2668151856
5761,Pierre Regional Airport,38180,44.3827,-100.286,5761|,1920.0
3570,Pittsburgh Intl,38300,40.491467,-80.232872,3570|5747|7495|8502|8537|8538|8790|8987|9349|,19466.8333282471
3771,Plattsburgh Intl,38460,44.650944,-73.468139,3771|,1860.0
2889,Mercedita,38660,18.008306,-66.563028,2889|,600.0
5731,William R Fairchild International Airport,38820,48.1202,-123.5,5731|3455|,80.0
3862,Portland Intl Jetport,38860,43.646161,-70.309281,3862|4269|,2440.0
3720,Portland Intl,38900,45.588722,-122.5975,3720|3616|3883|7345|8121|8122|,31625.8335723877
3446,Ernest A Love Fld,39140,34.654472,-112.419583,3446|4280|8688|8871|,240.0
3641,Theodore Francis Green State,39300,41.732581,-71.420383,3641|5737|3781|4266|8194|8195|8276|8278|8279|,7428.0
7579,Provo Municipal Airport,39340,40.218056,-111.722222,7579|,744.0
3527,Pueblo Memorial,39380,38.289085,-104.496572,3527|,80.0
3944,Pullman-Moscow Rgnl,39420,46.743861,-117.109583,3944|,480.0
5774,Quincy Regional Baldwin Field,39500,39.9427,-91.1946,5774|,80.0
3626,Raleigh Durham Intl,39580,35.877639,-78.787472,3626|,22988.866607666
4087,Rapid City Regional Airport,39660,44.045278,-103.057222,4087|3625|,1920.0
4098,Redding Muni,39820,40.509,-122.293389,4098|,80.0
3807,Reno Tahoe Intl,39900,39.499108,-119.768108,3807|7944|,7434.6666259766
3608,Richmond Intl,40060,37.505167,-77.319667,3608|7971|9120|,9254.6665649414
3734,Ontario Intl,40140,34.056,-117.601194,3734|3839|3435|3436|3554|3799|3815|4136|7646|7648|7670|7769|7993|8443|8444|8445|,6616.6667327881
4016,Roanoke Regional,40220,37.325472,-79.975417,4016|,3671.3333435059
4048,Rochester,40340,43.908283,-92.500014,4048|,968.0
3622,Greater Rochester Intl,40380,43.118866,-77.672389,3622|8850|,7361.3333740234
4028,Chicago Rockford International Airport,40420,42.195361,-89.097222,4028|,1328.0
5767,Rutland State Airport,40860,43.5294,-72.9496,5767|,80.0
3817,Sacramento Intl,40900,38.695417,-121.590778,3817|3434|3643|3663|3684|4262|7651|7945|9184|,15547.1999816895
4128,Mbs Intl,40980,43.532913,-84.079647,4128|,1200.0
4064,St George Muni,41100,37.090583,-113.593056,4064|,480.0
3678,Lambert St Louis Intl,41180,38.748697,-90.370028,3678|3790|7015|7322|8046|9436|,26760.733291626
5771,Salina Municipal Airport,41460,38.791,-97.6522,5771|,80.0
3948,Monterey Peninsula,41500,36.587,-121.842944,3948|3433|,2240.0
3642,Salisbury Ocean City Wicomico Rgnl,41540,38.340525,-75.510289,3642|7011|8728|,960.0
3536,Salt Lake City Intl,41620,40.788389,-111.977772,3536|3451|9093|,38269.8333892822
3708,San Angelo Rgnl Mathis Fld,41660,31.35775,-100.496306,3708|,480.0
3621,San Antonio Intl,41700,29.533694,-98.469778,3621|3727|3757|8042|,17948.0666809082
3731,San Diego Intl,41740,32.733556,-117.189667,3731|4088|3505|3594|7585|7659|7693|8608|9098|9099|9506|9541|,37635.9332885742
3469,San Francisco Intl,41860,37.618972,-122.374889,3469|3453|6941|7683|7850|7888|8138|8827|8982|9071|9439|9440|9442|9444|,103759.284515381
3748,Norman Y Mineta San Jose Intl,41940,37.3626,-121.929022,3748|3783|7629|8864|9441|9443|,17689.1334228516
2890,Luis Munoz Marin Intl,41980,18.439417,-66.001833,2890|2886|2887|7307|7545|9110|9296|,25324.3334960937
5768,San Luis County Regional Airport,42020,35.2368,-120.642,5768|9104|9173|,640.0
3784,Santa Fe Muni,42140,35.617108,-106.089422,3784|,1440.0
3949,Santa Barbara Muni,42200,34.426211,-119.840372,3949|5772|3810|8771|9297|,1608.0
6992,Charles M Schulz Sonoma Co,42220,38.508978,-122.81288,6992|,1440.0
5729,Chippewa County International Airport,42300,46.2508,-84.4724,5729|8644|,240.0
3613,Savannah Hilton Head Intl,42340,32.127583,-81.202139,3613|3441|8008|,5550.0
4286,Wilkes Barre Scranton Intl,42540,41.338478,-75.723403,4286|8473|8625|9460|9461|9500|,2280.0
3577,Seattle Tacoma Intl,42660,47.449,-122.309306,3577|6457|3726|3530|3672|3822|7028|7401|7765|8040|8048|8418|8446|8796|8901|9119|9257|9348|9512|,70690.6833648682
3609,Shreveport Rgnl,43340,32.446629,-93.8256,3609|3842|,1920.0
6135,Grant County Airport,43500,32.6365,-108.156,6135|,240.0
4009,Sioux Falls,43620,43.582014,-96.741914,4009|,3312.0
4359,South Bend Rgnl,43780,41.708661,-86.31725,4359|6890|9433|,2700.0
4034,Greenville-Spartanburg International,43900,34.895556,-82.218889,4034|,7129.7333068848
3467,Spokane Intl,44060,47.619861,-117.533833,3467|3667|3716|,3960.0
4336,Abraham Lincoln Capital,44100,39.8441,-89.677889,4336|8045|,600.0
4348,Springfield Branson Natl,44180,37.245667,-93.388639,4348|,3420.0
4318,University Park Airport,44300,40.849278,-77.848694,4318|,1200.0
4339,Yampa Valley,44460,40.481181,-107.21766,4339|7580|,240.0
3805,Stockton Metropolitan,44700,37.894167,-121.238306,3805|,240.0
3745,Syracuse Hancock Intl,45060,43.111187,-76.106311,3745|9454|,6392.3333129883
3698,Tallahassee Rgnl,45220,30.396528,-84.350333,3698|8163|,3595.6666870117
3646,Tampa Intl,45300,27.975472,-82.53325,3646|3617|3548|3789|8339|8447|8509|8565|,39337.7998352051
3770,Texarkana Rgnl Webb Fld,45500,33.453722,-93.991028,3770|,480.0
4040,Toledo,45780,41.586806,-83.807833,4040|,1260.0
3843,Forbes Fld,45820,38.950944,-95.663611,3843|7925|,240.0
4023,Cherry Capital Airport,45900,44.741445,-85.582235,4023|,1190.0
3447,Trenton Mercer,45940,40.276692,-74.813469,3447|7366|8547|9502|,3472.0
3636,Tucson Intl,46060,32.116083,-110.941028,3636|3562|7979|,7780.0
3855,Tulsa Intl,46140,36.198389,-95.888111,3855|7849|,7206.0
5773,Tupelo Regional Airport,46180,34.2681,-88.7699,5773|,480.0
3848,Tyler Pounds Rgnl,46340,32.354139,-95.402386,3848|,720.0
3728,Honolulu Intl,46520,21.318681,-157.922428,3728|3499|3583|3835|7055|7759|8824|,51565.1335449219
5776,Valdosta Regional Airport,46660,30.7825,-83.2767,5776|3575|,720.0
7076,Vernal Regional Airport,46860,40.440833,-109.51,7076|,80.0
4265,Martha\\'s Vineyard,47240,41.391667,-70.615278,4265|,320.0
3611,Norfolk Intl,47260,36.894611,-76.201222,3611|3633|3518|3827|3866|3870|7344|9342|,8955.3332519531
7121,Visalia Municipal Airport,47300,36.318611,-119.392778,7121|,240.0
3700,Waco Rgnl,47380,31.611289,-97.230519,3700|3476|,480.0
5719,Walla Walla Regional Airport,47460,46.0949,-118.288,5719|,240.0
3714,Washington Dulles Intl,47900,38.944533,-77.455811,3714|3520|3552|3833|6508|7415|8143|8275|8384|8412|8597|8835|9116|9118|9133|9251|,72227.3000640869
5718,Waterloo Regional Airport,47940,42.5571,-92.4003,5718|,480.0
4045,Central Wisconsin,48140,44.772726,-89.646635,4045|6853|,1200.0
6916,Pangborn Field,48300,47.398,-120.206,6916|,240.0
3457,Wichita Mid Continent,48620,37.649944,-97.433056,3457|3767|8367|8804|9399|,4925.3333435059
3680,Sheppard Afb Wichita Falls Muni,48660,33.988797,-98.491894,3680|,480.0
3584,Williamsport Rgnl,48700,41.241836,-76.921094,3584|9459|,480.0
3845,Wilmington Intl,48900,34.270615,-77.902569,3845|,3145.3333435059
6426,Worcester Regional Airport,49340,42.2673,-71.8757,6426|8282|8290|,480.0
5779,Yakima Air Terminal McAllister Field,49420,46.5682,-120.544,5779|9405|,240.0
3881,Youngstown Warren Rgnl,49660,41.260736,-80.679097,3881|8533|8534|8540|8541|,960.0
3596,Yuma Mcas Yuma Intl,49740,32.656578,-114.60598,3596|,560.0
5997,Nagoya Airport,Aichi,35.255,136.924,5997|,1440.0
2345,Akita,Akita,39.615556,140.218611,2345|,2295.5
2340,Aomori,Aomori,40.734722,140.690833,2340|,1360.0
1613,Schwechat,AT127,48.110278,16.569722,1613|,92302.133392334
4322,Woerthersee International Airport,AT211,46.642514,14.337739,4322|,1696.0
1609,Graz,AT221,46.991067,15.439628,1609|,5184.0
1611,Linz,AT312,48.233219,14.187511,1611|,3400.0
1612,Salzburg,AT323,47.793304,13.004333,1612|,10062.0
1610,Innsbruck,AT332,47.260219,11.343964,1610|,2159.0
299,Deurne,BE211,51.189444,4.460278,299|,480.0
302,Brussels Natl,BE241,50.901389,4.484444,302|,108257.099861145
304,Brussels South,BE322,50.459197,4.453817,304|,26710.0
309,Liege,BE332,50.637417,5.443222,309|,2550.0
351,Tegel,BERLIN,52.559686,13.287711,351|,62573.0333862305
1194,Sofia,BG411,42.695194,23.406167,1194|,18058.9331665039
1665,Geneve Cointrin,CH013,46.238064,6.10895,1665|,48898.9331359863
1676,Bern Belp,CH021,46.9141,7.497153,1676|,2880.0
1678,Zurich,CH040,47.464722,8.549167,1678|,87667.8666687012
1679,St Gallen Altenrhein,CH055,47.485033,9.560775,1679|,480.0
1675,Lugano,CH070,46.004275,8.910578,1675|,480.0
2279,Narita Intl,Chiba,35.764722,140.386389,2279|,154987.699890137
1197,Larnaca,CY000,34.875117,33.62485,1197|,30860.6666717529
1587,Ruzyne,CZ010,50.100833,14.26,1587|,51306.0000610352
1584,Pardubice,CZ053,50.013419,15.738647,1584|,472.0
1588,Turany,CZ064,49.151269,16.694433,1588|,320.0
1582,Mosnov,CZ080,49.696292,18.111053,1582|,1120.0
