id,name,city,country,IATA_FFA,CIAO,Latitude,longitude,totalDegre,ID_metro,affil_ID,Lat_met,Lon_met
5714,Aberdeen Regional Airport,Aberdeen,United States,ABR,KABR,45.4491,-98.4218,240,10100,"No State Univ, Dept Sport Marketing & Adm, Aberdeen, SD USA,45.4590911865,-98.4873199463,Aberdeen SD United States,1,5597,1|,Aberdeen SD United States|",45.459091,-98.48732
3718,Abilene Rgnl,Abilene,United States,ABI,KABI,32.411319,-99.681897,480,10180,"Abilene Christian Univ, Abilene, TX 79699 USA,32.4491691589,-99.7414169312,Abilene TX United States,6,1207,6|,Abilene TX United States|",32.449169,-99.741417
2885,Rafael Hernandez,Aguadilla,Puerto Rico,BQN,TJBQ,18.494861,-67.129444,1208,10380,"Univ Puerto Rico, Aguadilla, PR 00604 USA,18.4346008301,-67.1551895142,Aguadilla PR USA,1,6334,1|,Aguadilla PR USA|",18.434601,-67.15519
4112,Akron Canton Regional Airport,Akron,United States,CAK,KCAK,40.916083,-81.442194,5186,10420,"Kent State Univ, Dept Psychol, Kent, OH 44242 USA,41.1509284973,-81.3582229614,Kent OH United States,350,328|429|1130|1188|2214|4702|5793,158|143|21|20|6|1|1|,Kent OH United States|Akron OH United States|Rootstown OH United States|Hiram OH United States|",41.150928,-81.358223
5715,Southwest Georgia Regional Airport,Albany,United States,ABY,KABY,31.5355,-84.1945,960,10500,"Emory Univ Hosp, Dept Thorac Surg, Ne Atlanta, GA 30308 USA,31.78647995,-84.4424972534,Ne Atlanta GA USA,1,4856|6660,1|0|,Ne Atlanta GA USA|Dawson GA United States|",31.78648,-84.442497
3864,Albany Intl,Albany,United States,ALB,KALB,42.748267,-73.801692,7021,10580,"SUNY Albany, Dept Phys, Albany, NY 12222 USA,42.651550293,-73.7552108765,Albany NY United States,618,227|275|843|884|984|1015|1839|2636|4663|5077|6734,238|267|21|34|22|26|6|2|1|1|0|,Troy NY United States|Albany NY United States|Schenectady NY United Stat",42.65155,-73.755211
4019,Albuquerque International Sunport,Albuquerque,United States,ABQ,KABQ,35.040222,-106.609194,10909.333336,10740,"Sandia Natl Labs, Albuquerque, NM 87123 USA,35.0841789246,-106.648643494,Albuquerque NM United States,882,86|1067|2085|5734|6466,845|28|7|1|1|,Albuquerque NM United States|Kirtland AFB NM USA|Los Lunas NM USA|Rio Rancho NM United States|Jemez Springs NM",35.084179,-106.648643
3852,Alexandria Intl,Alexandria,United States,AEX,KAEX,31.3274,-92.549833,1440,10780,"Christus St Frances Cabrini Hosp, Alexandria, LA USA,31.3126602173,-92.4456787109,Alexandria LA United States,2,3541,2|,Alexandria LA United States|",31.31266,-92.445679
4355,Lehigh Valley Intl,Allentown,United States,ABE,KABE,40.652083,-75.440806,3140,10900,"St Lukes Canc Ctr, Bethlehem, PA USA,40.6310195923,-75.3777770996,Bethlehem PA United States,69,985|1046|1371|2682|3835|4577|4788,30|17|15|3|2|1|1|,Bethlehem PA United States|Allentown PA United States|Easton PA United States|Lehigh PA USA|Hackettstown N",40.63102,-75.377777
5720,Alpena County Regional Airport,Alpena,United States,APN,KAPN,45.0781,-83.5603,480,10980,"Norheast Michigan Med Control Author, Alpena, MI USA,45.0615615845,-83.4451522827,Alpena MI USA,3,2719,3|,Alpena MI USA|",45.061562,-83.445152
3694,Altoona Blair Co,Altoona,United States,AOO,KAOO,40.296372,-78.320022,480,11020,"Penn State Altoona, Dept Math & Stat, Altoona, PA 16601 USA,40.5071907043,-78.3989028931,Altoona PA United States,5,2735|5114,4|1|,Altoona PA United States|Duncansville PA United States|",40.507191,-78.398903
3840,Rick Husband Amarillo Intl,Amarillo,United States,AMA,KAMA,35.219369,-101.705931,2276.333344,11100,"Texas Tech Hlth Sci Ctr, Div Geriatr, Associate Fac Sch Med, Amarillo, TX USA,35.2072486877,-101.833892822,Amarillo TX United States,11,1756|6515,10|1|,Amarillo TX United States|Canyon TX United States|",35.207249,-101.833893
3774,Ted Stevens Anchorage Intl,Anchorage,United States,ANC,PANC,61.174361,-149.996361,15283.666626,11260,"Natl Pk Serv, Anchorage, AK 99501 USA,61.2175598145,-149.858383179,Anchorage AK United States,28,1030|4403,28|0|,Anchorage AK United States|Eagle River AK USA|",61.21756,-149.858383
4007,Asheville Regional Airport,Asheville,United States,AVL,KAVL,35.436194,-82.541806,2940,11700,"Canc Ctr N Carolina Asheville, Asheville, NC USA,35.5984611511,-82.5531387329,Asheville NC United States,18,1232|5456|6746,17|1|0|,Asheville NC United States|Arden NC United States|Fletcher NC United States|",35.598461,-82.553139
5716,Athens Ben Epps Airport,Athens,United States,AHN,KAHN,33.9486,-83.3263,80,12020,"Univ Georgia, Dept Advertising & Publ Relat, Grady Coll Journalism & Mass Commun, Athens, GA 30602 USA,33.9581298828,-83.3732528687,Athens GA United States,610,149|6830,610|0|,Athens GA United States|Athens GA United States|",33.95813,-83.373253
3682,Hartsfield Jackson Atlanta Intl,Atlanta,United States,ATL,KATL,33.636719,-84.428067,267681.142029,12060,"Emory Univ, Atlanta, GA 30322 USA,33.7483100891,-84.3911132813,Atlanta GA United States,3434,18|778|1106|1378|1549|1882|2027|2030|2447|2591|2785|3000|3054|3263|3338|3894|4383|4652|4840|4857|4861|4883|5001|5055|5105|5320|5374|5786|6763,3296|42|23|17|12|7|",33.74831,-84.391113
3524,Atlantic City Intl,Atlantic City,United States,ACY,KACY,39.457583,-74.577167,2594,12100,"Stockton State Coll, Galloway, NJ USA,39.4674186707,-74.5007629395,Galloway NJ USA,3,4051|5792,2|1|,Galloway NJ USA|Pomona NJ United States|",39.467419,-74.500763
3658,Augusta Rgnl At Bush Fld,Bush Field,United States,AGS,KAGS,33.369944,-81.9645,1653.333313,12260,"Georgia Regents Univ Augusta, Dept Family Med, Augusta, GA 30912 USA,33.4790916443,-81.9753112793,Augusta GA United States,309,268|1669|2961,298|11|0|,Augusta GA United States|Aiken SC United States|Ridgefield CO USA|",33.479092,-81.975311
3701,Augusta State,Augusta,United States,AUG,KAUG,44.320647,-69.797317,80,12300,"Colby Coll, Goldfarb Ctr Publ Affairs & Civ Engagement, Waterville, ME 04901 USA,44.5527915955,-69.6313476563,Waterville ME United States,18,1397|1662|6611,13|5|0|,Waterville ME United States|Augusta ME United States|China ME United States|",44.552792,-69.631348
3673,Austin Bergstrom Intl,Austin,United States,AUS,KAUS,30.194528,-97.669889,23677.0666889999,12420,"Univ Texas, Inst Cellular & Mol Biol, Austin, TX USA,30.2675895691,-97.7429885864,Austin TX United States,1141,77|872|1767|2461|2500|2960|4914|6040,1081|37|10|4|5|2|1|1|,Austin TX United States|San Marcos TX United States|Smithville TX United States|Geor",30.26759,-97.742989
3558,Meadows Fld,Bakersfield,United States,BFL,KBFL,35.433598,-119.05677,1120,12540,"Air Force Res Lab, Space & Missile Prop Div, Edwards AFB, CA 93524 USA,34.8898391724,-117.833190918,CA United States,27,1277|2209|4396|4447,19|6|1|1|,CA United States|Bakersfield CA United States|Edwards Afb CA USA|Tehachapi CA USA|",34.889839,-117.833191
3849,Baltimore Washington Intl,Baltimore,United States,BWI,KBWI,39.175361,-76.668333,38756.566589,12580,"Johns Hopkins Sch Med, Dept Med, Baltimore, MD USA,39.2905807495,-76.6092605591,Baltimore MD United States,4941,8|933|951|1023|1354|1679|1690|1742|1911|1943|2006|2300|2694|2788|2818|3504|3606|3778|3892|4449|5078|5469|5826|5915|5988|6260|6512|6843,4776|25",39.290581,-76.609261
3463,Bangor Intl,Bangor,United States,BGR,KBGR,44.807444,-68.828139,2040,12620,"Univ Maine, Sch Marine Sci, Orono, ME 04469 USA,44.8858795166,-68.6739883423,Orono ME United States,80,708|1320|2215,60|14|6|,Orono ME United States|Bangor ME United States|Brewer ME United States|",44.88588,-68.673988
4278,Barnstable Muni Boardman Polando Fld,Barnstable,United States,HYA,KHYA,41.669336,-70.280356,280,12700,"Woods Hole Oceanog Inst, Woods Hole, MA 02543 USA,41.5276985168,-70.6674423218,Woods Hole MA United States,149,444|2515|3621|3717|5221,139|5|2|2|1|,Woods Hole MA United States|Falmouth MA United States|Hyannis MA USA|North Falmouth MA United States|Mashp",41.527699,-70.667442
3846,Baton Rouge Metro Ryan Fld,Baton Rouge,United States,BTR,KBTR,30.533167,-91.149639,1930,12940,"Louisiana State Univ, Pennington Biomed Rsch Cntr, Baton Rouge, LA 70803 USA,30.4433403015,-91.1869888306,Baton Rouge LA United States,369,183|523|2560,364|5|0|,Baton Rouge LA United States|Livingston LA USA|Baton Rouged LA USA|",30.44334,-91.186989
3612,Southeast Texas Rgnl,Beaumont,United States,BPT,KBPT,29.950833,-94.020694,480,13140,"Beaumont Childrens Hosp, Beaumont, TX USA,30.0861492157,-94.1015777588,Beaumont TX United States,6,1709,6|,Beaumont TX United States|",30.086149,-94.101578
3777,Bellingham Intl,Bellingham,United States,BLI,KBLI,48.792694,-122.537528,2660,13380,"Western Washington Univ, Bellingham, WA 98225 USA,48.7523498535,-122.471221924,Bellingham WA United States,25,1047|1832,16|9|,Bellingham WA United States|Lynden WA USA|",48.75235,-122.471222
4287,Bemidji Regional Airport,Bemidji,United States,BJI,KBJI,47.510722,-94.934722,240,13420,"Assoc Camp Nurses, Bemidji, MN USA,47.4731407166,-94.8796463013,Bemidji MN USA,0,3468,0|,Bemidji MN USA|",47.473141,-94.879646
4103,Roberts Fld,Redmond-Bend,United States,RDM,KRDM,44.254066,-121.149964,1680,13460,"Indiana Univ S Bend, Bend, OR USA,44.0573883057,-121.315811157,Bend OR United States,3,3087,3|,Bend OR United States|",44.057388,-121.315811
4021,Billings Logan International Airport,Billings,United States,BIL,KBIL,45.80921,-108.537654,2186,13740,"Billings Clin, Billings, MT USA,45.783821106,-108.50567627,Billings MT United States,6,2014,6|,Billings MT United States|",45.783821,-108.505676
4129,Greater Binghamton Edwin A Link Fld,Binghamton,United States,BGM,KBGM,42.208689,-75.979839,960,13780,"SUNY Binghamton, Dept Biol Sci, Binghamton, NY 13902 USA,42.098690033,-75.9113616943,Binghamton NY United States,87,604|6004|6092,85|1|1|,Binghamton NY United States|Owego NY United States|Johnson City NY USA|",42.09869,-75.911362
3811,Birmingham Intl,Birmingham,United States,BHM,KBHM,33.562942,-86.75355,8816,13820,"Childrens Hosp, Birmingham, AL USA,33.5206794739,-86.8117599487,Birmingham AL United States,1391,58|3040|4097|6293,1386|2|2|1|,Birmingham AL United States|Alabaster AL USA|Birmingham AL United States|Montevallo AL USA|",33.520679,-86.81176
4083,Bismarck Municipal Airport,Bismarck,United States,BIS,KBIS,46.775842,-100.757931,1508,13900,"N Dakota Dept Hlth, Med Serv Sect, Div Dis Control, Bismarck, ND USA,46.8053588867,-100.779327393,Bismarck ND United States,2,3165,2|,Bismarck ND United States|",46.805359,-100.779327
4037,Central Illinois Rgnl,Bloomington,United States,BMI,KBMI,40.477111,-88.915917,2956,14010,"Indiana Univ Hlth, Bloomington, IL USA,40.4944114685,-88.9210357666,Bloomington IL United States,90,822|823|5099,44|45|1|,Normal IL United States|Bloomington IL United States|Normal Illinois IL USA|",40.494411,-88.921036
3495,Boise Air Terminal,Boise,United States,BOI,KBOI,43.564361,-116.222861,5215,14260,"Boise State Univ, Dept Elect & Comp Engn, Boise, ID 83725 USA,43.6069793701,-116.193412781,Boise ID United States,77,623|3555,75|2|,Boise ID United States|Caldwell ID United States|",43.606979,-116.193413
3448,General Edward Lawrence Logan Intl,Boston,United States,BOS,KBOS,42.364347,-71.005181,73856.740494,14460,"Harvard Univ, Sch Publ Hlth, Ctr Hlth Decis Sci, Boston, MA 02115 USA,42.3586616516,-71.0567398071,Boston MA United States,15140,5|12|266|285|300|356|396|414|508|546|640|727|772|868|885|964|975|994|1008|1167|1174|1222|1230|1317|1376|1423|1444|1473|1654|1",42.358662,-71.05674
4020,Gallatin Field,Bozeman,United States,BZN,KBZN,45.777643,-111.160151,1978,14580,"Montana State Univ, Dept Land Resources & Environm Sci, Bozeman, MT 59717 USA,45.6793212891,-111.033180237,Bozeman MT United States,130,439,130|,Bozeman MT United States|",45.679321,-111.03318
6957,Brainerd Lakes Rgnl,Brainerd,United States,BRD,KBRD,46.398308,-94.138078,480,14660,"Mayo Clin, Robert & Arlene Kogod Ctr Aging, Sw Rochester, MN USA,46.3493614197,-94.1983718872,Sw Rochester MN USA,4,5404|5465|5959|6492,1|1|1|1|,Sw Rochester MN USA|Brainerd MN USA|St Croix MN USA|Int Falls MN USA|",46.349361,-94.198372
3560,Valley Intl,Harlingen,United States,HRL,KHRL,26.2285,-97.654389,2470.666687,15180,"Univ Texas Brownsville, Brownsville, TX 78520 USA,25.8995704651,-97.4954986572,Brownsville TX USA,5,753|6384,4|1|,Brownsville TX USA|Harlingen TX USA|",25.89957,-97.495499
3820,Buffalo Niagara Intl,Buffalo,United States,BUF,KBUF,42.940525,-78.732167,10476.933289,15380,"SUNY Buffalo, Western NewYork VA Med Ctr, Buffalo, NY 14260 USA,42.8854408264,-78.8784637451,Buffalo NY United States,786,95|1596|2086|3901|4321|5585|6061|6476,766|8|7|1|1|1|1|1|,Buffalo NY United States|Amherst NY United States|Williamsville NY USA|Lewi",42.885441,-78.878464
3711,Burlington Intl,Burlington,United States,BTV,KBTV,44.471861,-73.153278,3240,15540,"89 North Inc, Burlington, VT USA,44.4759216309,-73.2132263184,Burlington VT United States,229,335|1137|1977|2642|4507|4959|6833,200|18|7|3|0|1|0|,Burlington VT United States|Colchester VT United States|South Burlington VT United States|Essex Junction VT",44.475922,-73.213226
4022,Bert Mooney Airport,Butte,United States,BTM,KBTM,45.954806,-112.497472,240,15580,"Montana Tech Univ Montana, Dept Safety Hlth & Ind Hyg, Butte, MT USA,46.001750946,-112.520889282,Butte MT United States,0,5479,0|,Butte MT United States|",46.001751,-112.520889
3793,Southwest Florida Intl,Fort Myers,United States,RSW,KRSW,26.536167,-81.755167,18083.666473,15980,"Florida Gulf Coast Univ, Coll Arts & Sci, Egan Observ, Ft Myers, FL 33965 USA,26.6408405304,-81.8680801392,Fort Myers FL United States,8,1806|4367|6059,6|1|1|,Fort Myers FL United States|Cape Coral FL USA|Bonita Springs FL USA|",26.640841,-81.86808
6825,Williamson Country Regional Airport,Marion,United States,MWA,KMWA,37.754957,-89.011094,80,16060,"So Illinois Univ, Dept Comp Sci, Carbondale, IL 62901 USA,37.7272987366,-89.2157974243,Carbondale IL United States,104,534|5098,103|1|,Carbondale IL United States|Carterville IL USA|",37.727299,-89.215797
3872,Natrona Co Intl,Casper,United States,CPR,KCPR,42.908,-106.464417,720,16220,"Univ Wyoming, Casper Coll Ctr, Dept Zool & Physiol, Casper, WY 82601 USA,42.8500785828,-106.327789307,Casper WY USA,1,6423,1|,Casper WY USA|",42.850079,-106.327789
3824,Cedar City Rgnl,Cedar City,United States,CDC,KCDC,37.700967,-113.098847,240,16260,"So Utah Univ Baseball, Cedar City, UT USA,37.6779518127,-113.061759949,Cedar City UT USA,1,5930,1|,Cedar City UT USA|",37.677952,-113.06176
4043,Cedar Rapids,Cedar Rapids,United States,CID,KCID,41.884694,-91.710806,4272,16300,"Cedar Rapids Oncol Project CCOP, Cedar Rapids, IA USA,41.9763412476,-91.6737594604,Cedar Rapids IA United States,7,2584|2964,4|3|,Cedar Rapids IA United States|Mount Vernon IA United States|",41.976341,-91.673759
4049,Champaign,Champaign,United States,CMI,KCMI,40.03925,-88.278056,960,16580,"Univ Illinois, Dept Phys, Urbana, IL 61801 USA,40.1287918091,-88.2220535278,Urbana IL United States,1085,60|466|4435,950|134|1|,Urbana IL United States|Champaign IL United States|Urbana IL United States|",40.128792,-88.222054
4285,Yeager,Charleston,United States,CRW,KCRW,38.373147,-81.593189,2542,16620,"Charleston Eye Care, Charleston, WV USA,38.3501396179,-81.6389312744,Charleston WV United States,4,2165|4253|5421|6693,2|2|0|0|,Charleston WV United States|Dunbar WV United States|Charleston VA USA|South Charleston WV United States|",38.35014,-81.638931
3806,Charleston Afb Intl,Charleston,United States,CHS,KCHS,32.898647,-80.040528,8476.93338,16700,"Med Univ S Carolina, Dept Cardiol, Charleston, SC 29425 USA,32.7811508179,-79.931602478,Charleston SC United States,576,143|4222|5420|5575,572|2|1|1|,Charleston SC United States|Cordesville SC USA|Charleston SC United States|Mount Pleasant SC United Stat",32.781151,-79.931602
3876,Charlotte Douglas Intl,Charlotte,United States,CLT,KCLT,35.214,-80.943139,84986.80249,16740,"Carolinas Rehabil, Charlotte, NC USA,35.222858429,-80.8379592896,Charlotte NC United States,250,315|1894|2285|2582|3003|3473|3514|3591|4191|5327|5395|6523,222|6|4|4|3|2|2|2|2|1|1|1|,Charlotte NC United States|Statesville NC United States|Rock Hill SC Uni",35.222858,-80.837959
4015,Charlottesville-Albemarle,Charlottesville VA,United States,CHO,KCHO,38.138639,-78.452861,3120,16820,"Natl Radio Astron Observ, Charlottesville, VA 22903 USA,38.0321311951,-78.4775314331,Charlottesville VA United States,1040,74|4209|4210|5172|5368|5976|6486|6487,1034|2|2|0|1|0|0|1|,Charlottesville VA United States|Charllottesville VA USA|Chalottesville V",38.032131,-78.477531
3578,Lovell Fld,Chattanooga,United States,CHA,KCHA,35.035278,-85.203808,3900,16860,"Univ Tennessee, Coll Med Chattanooga, Chattanooga, TN USA,35.0464401245,-85.309463501,Chattanooga TN United States,32,972,32|,Chattanooga TN United States|",35.04644,-85.309464
3804,Cheyenne Rgnl Jerry Olson Fld,Cheyenne,United States,CYS,KCYS,41.155722,-104.811839,1440,16940,"Cheyenne Childrens Clin, Cheyenne, WY USA,41.1348114014,-104.821540833,Cheyenne WY United States,1,3410,1|,Cheyenne WY United States|",41.134811,-104.821541
3830,Chicago Ohare Intl,Chicago,United States,ORD,KORD,41.978603,-87.904842,214682.551163,16980,"Northwestern Univ, Ctr Canc, Chicago, IL 60611 USA,41.8842506409,-87.6324462891,Chicago IL United States,8075,7|20|76|291|299|303|542|636|667|702|886|931|1055|1278|1283|1297|1392|1455|1535|1548|1551|1562|1588|1613|1701|1702|2149|2278|2324|2326|2389|2390|",41.884251,-87.632446
3710,Chico Muni,Chico,United States,CIC,KCIC,39.795383,-121.858422,80,17020,"Calif State Univ Chico, Dept Kinesiol, Chico, CA 95929 USA,39.7319984436,-121.841979981,Chico CA United States,8,1711,8|,Chico CA United States|",39.731998,-121.84198
3488,Cincinnati Northern Kentucky Intl,Cincinnati,United States,CVG,KCVG,39.048836,-84.667822,20046.666733,17140,"Univ Cincinnati, Coll Med, Cincinnati, OH USA,39.1071281433,-84.5041275024,Cincinnati OH United States,1797,46|559|1149|1461|3260|3619|3942|3968|4048|4642|5020|5440|6044,1651|94|23|15|3|2|2|2|2|0|1|1|1|,Cincinnati OH United States|Oxford OH United States",39.107128,-84.504128
5749,Lebanon Municipal Airport,Lebanon,United States,LEB,KLEB,43.6261,-72.3042,160,17200,"Dartmouth Coll, Hitchcock Med Ctr, Dartmouth Med Sch, Dept Med, Hanover, NH 03756 USA,43.7004585266,-72.2894973755,Hanover NH United States,805,224|226|770|2381|2439|3350|3613|3684|4775|5542|5718|5779,351|383|52|5|4|3|1|2|1|1|1|1|,Lebanon NH United State",43.700459,-72.289497
5730,Harrison Marion Regional Airport,Clarksburg,United States,CKB,KCKB,39.2966,-80.2281,660,17220,"Louis Johnson VA Med Ctr, Clarksburg, WV USA,39.2794303894,-80.3401184082,Clarksburg WV USA,0,5369,0|,Clarksburg WV USA|",39.27943,-80.340118
3486,Cleveland Hopkins Intl,Cleveland,United States,CLE,KCLE,41.411689,-81.849794,20369.366699,17460,"Cleveland Clin, Neuromuscular Ctr, Cleveland, OH 44106 USA,41.5047492981,-81.6907196045,Cleveland OH United States,2286,33|1249|1600|2619|2710|2988|3212|3549|3826|3920|3954|4141|4219|4466|4478|4654|4655|4656|4657|5007|5506|5628|5658|5999|6562,2231|18|10|",41.504749,-81.69072
3715,Easterwood Fld,College Station,United States,CLL,KCLL,30.588583,-96.363833,720,17780,"Texas A&M Univ, Zachry Dept Civil Engn, College Stn, TX 77843 USA,30.6205406189,-96.3258972168,College Station TX United States,790,84|2789,786|4|,College Station TX United States|Bryan TX United States|",30.620541,-96.325897
3819,City Of Colorado Springs Muni,Colorado Springs,United States,COS,KCOS,38.805805,-104.700778,3440,17820,"Colorado Coll, Dept Anthropol, Colorado Springs, CO 80903 USA,38.8334312439,-104.821807861,Colorado Springs CO United States,55,733|4561|4687,53|1|1|,Colorado Springs CO United States|Woodland Pk CO USA|Ft Collings CO USA|",38.833431,-104.821808
3719,Columbia Rgnl,Columbia,United States,COU,KCOU,38.818094,-92.219631,960,17860,"Univ Missouri, Interdisciplinary Neurosci Program, Columbia, MO USA,38.9522094727,-92.3341522217,Columbia MO United States,586,150,586|,Columbia MO United States|",38.952209,-92.334152
3561,Columbia Metropolitan,Columbia,United States,CAE,KCAE,33.938833,-81.119528,4071.5,17900,"Univ S Carolina, Dept Phys & Astron, Columbia, SC 29208 USA,33.9988212585,-81.0453720093,Columbia SC United States,430,157|5348|6345,429|0|1|,Columbia SC United States|Lexington SC United States|SC United States|",33.998821,-81.045372
4255,Columbus Metropolitan Airport,Columbus,United States,CSG,KCSG,32.516333,-84.938861,720,17980,"Columbus State Univ, Dept Math & Philosophy, Columbus, GA 31907 USA,32.4629211426,-84.9875717163,Columbus GA USA,2,4688|6433,1|1|,Columbus GA USA|Ft Benning GA USA|",32.462921,-84.987572
4273,Golden Triangle Regional Airport,Columbus Mississippi,United States,GTR,KGTR,33.450333,-88.591361,720,18060,"Solove Res Inst, Columbus, MS USA,33.4950294495,-88.4288024902,Columbus MS United States,1,4031,1|,Columbus MS United States|",33.495029,-88.428802
3759,Port Columbus Intl,Columbus,United States,CMH,KCMH,39.997972,-82.891889,16841.666748,18140,"Ohio State Univ, Columbus, OH 43210 USA,39.9619903564,-83.002746582,Columbus OH United States,2599,30|934|1196|1233|1623|1708|2318|2700|2993|5627|5630|6073,2506|30|21|18|2|10|4|3|2|1|1|1|,Columbus OH United States|Granville OH United States|Columbus OH U",39.96199,-83.002747
5757,Southwest Oregon Regional Airport,North Bend,United States,OTH,KOTH,43.4171,-124.246,320,18300,"Oregon Inst Marine Biol, Charleston, OR 97420 USA,43.3394317627,-124.323936462,Charleston OR United States,0,3930,0|,Charleston OR United States|",43.339432,-124.323936
3744,Corpus Christi Intl,Corpus Christi,United States,CRP,KCRP,27.770361,-97.501222,1181.333344,18580,"Cardiol Associates Corpus Christi, Corpus Christi, TX USA,27.7964096069,-97.4035568237,Corpus Christi TX United States,12,1445|2501|4628,10|1|1|,Corpus Christi TX United States|Port Aransas TX United States|Corpus Christ TX USA|",27.79641,-97.403557
3873,Eglin Afb,Valparaiso,United States,VPS,KVPS,30.48325,-86.5254,2505,18880,"USAF, Test Management Grp 53, Eglin AFB, FL USA,30.495929718,-86.5494995117,Eglin AFB FL USA,3,3346|6203,2|1|,Eglin AFB FL USA|Shalimar FL USA|",30.49593,-86.5495
3670,Dallas Fort Worth Intl,Dallas-Fort Worth,United States,DFW,KDFW,32.896828,-97.037997,154222.832687,19100,"Univ Texas SW Med Ctr Dallas, Div Digest & Liver Dis, Dallas, TX 75390 USA,32.7781486511,-96.7954025269,Dallas TX United States,2073,48|264|452|516|592|1289|1536|1755|2327|2810|4482|4550|4684|4771|5316|5613|5868|5928|6383,1562|156|126|102|83|14|10|9|4|0|",32.778149,-96.795403
4072,Quad City Intl,Moline,United States,MLI,KMLI,41.448528,-90.507539,3668,19340,"Augustana Coll, Dept Phys & Astron, Rock Isl, IL 61201 USA,41.5115699768,-90.5760421753,Rock Island IL United States,14,1492|4952|5677|5872,11|1|1|1|,Rock Island IL United States|Moline IL United States|Davenport IA USA|Bettendorf IA United States|",41.51157,-90.576042
3627,James M Cox Dayton Intl,Dayton,United States,DAY,KDAY,39.902375,-84.219375,7669.333344,19380,"Univ Dayton, Res Inst, Dayton, OH 45469 USA,39.7591094971,-84.194442749,Dayton OH United States,324,387|513|1705|1713|2021|2225|2753|3446|3458|4060|4871|6101|6538,174|117|9|7|7|0|1|2|2|2|1|1|1|,Dayton OH United States|OH United States|Fairborn OH United",39.759109,-84.194443
4042,Decatur,Decatur,United States,DEC,KDEC,39.834564,-88.865689,160,19500,"Canc Care Specialists Cent Illinois, Decatur, IL 62526 USA,39.8458404541,-88.9524612427,Decatur IL United States,7,1893,7|,Decatur IL United States|",39.84584,-88.952461
3950,Daytona Beach Intl,Daytona Beach,United States,DAB,KDAB,29.179917,-81.058056,1316.666626,19660,"Halifax Med Ctr, Daytona Beach, FL USA,29.2035694122,-81.0393981934,Daytona Beach FL United States,6,2380|3244|5451|5504,3|2|1|0|,Daytona Beach FL United States|De Land FL United States|Orange City FL USA|Deltona FL United States|",29.203569,-81.039398
3751,Denver Intl,Denver,United States,DEN,KDEN,39.861656,-104.673178,101043.395187,19740,"Univ Colorado, Dept Med, Div Pulm Sci & Crit Care Med, Denver, CO USA,39.7400093079,-104.992301941,Denver CO United States,1537,90|146|503|674|1239|1661|1928|2045|2161|2261|3453|3865|3958|4430|5227|5520|5581|5689|5803|6098,773|533|123|54|17|8|7|4|6|0|2|2",39.740009,-104.992302
3729,Des Moines Intl,Des Moines,United States,DSM,KDSM,41.533972,-93.663083,6977.999939,19780,"Iowa Methodist Med Ctr, Dept Emergency Med, Des Moines, IA USA,41.5897598267,-93.6156463623,Des Moines IA United States,37,1004|2040|2434,29|4|4|,Des Moines IA United States|Ankeny IA United States|West Des Moines IA United States|",41.58976,-93.615646
3645,Detroit Metro Wayne Co,Detroit,United States,DTW,KDTW,42.212444,-83.353389,67009.99437,19820,"Wayne State Univ, Dept Psychol, Behav & Cognit Neurosci Program, Detroit, MI 48202 USA,42.3316802979,-83.047996521,Detroit MI United States,4006,19|346|372|378|641|882|883|1033|1059|1253|1361|1594|1721|1917|1940|2284|2388|2608|2937|3048|3071|3072|3125|31",42.33168,-83.047997
4388,Dubuque Rgnl,Dubuque IA,United States,DBQ,KDBQ,42.402,-90.709472,480,20220,"Loras Coll, Dept Psychol, Dubuque, IA 52001 USA,42.499130249,-90.663269043,Dubuque IA United States,4,2413,4|,Dubuque IA United States|",42.49913,-90.663269
3598,Duluth Intl,Duluth,United States,DLH,KDLH,46.842091,-92.193649,1200,20260,"Univ Minnesota, Dept Geol Sci, Duluth, MN 55812 USA,46.7879600525,-92.0998535156,Duluth MN United States,44,655|5687|6288|6420,41|1|1|1|,Duluth MN United States|Cloquet MN USA|Ely MN USA|Superior WI USA|",46.78796,-92.099854
3713,Durango La Plata Co,Durango,United States,DRO,KDRO,37.151516,-107.75377,1200,20420,"Ft Lewis Coll, Dept Athlet, Durango, CO USA,37.2736701965,-107.879302978,Durango CO United States,13,1365,13|,Durango CO United States|",37.27367,-107.879303
5735,Chippewa Valley Regional Airport,Eau Claire,United States,EAU,KEAU,44.8658,-91.4843,240,20740,"Univ Wisconsin, Dept Biol, Eau Claire, WI 54702 USA,44.8165092468,-91.5012283325,Eau Claire WI United States,42,830,42|,Eau Claire WI United States|",44.816509,-91.501228
4250,Eagle Co Rgnl,Vail,United States,EGE,KEGE,39.642556,-106.917694,240,20780,"Steadman Philippon Res Inst, Biomech Res Dept, Vail, CO USA,39.6452598572,-106.384780884,Vail CO United States,9,1752,9|,Vail CO United States|",39.64526,-106.384781
5736,Elko Regional Airport,Elko,United States,EKO,KEKO,40.8249,-115.792,80,21220,"Ruby Mt Chiropract Ctr, Elko, NV USA,40.8356781006,-115.767539978,Elko NV USA,1,5819,1|,Elko NV USA|",40.835678,-115.76754
3946,Elmira Corning Rgnl,Elmira,United States,ELM,KELM,42.159889,-76.891611,1470,21300,"Arnot Med Serv, Elmira, NY USA,42.0904083252,-76.7988128662,Elmira NY USA,2,4441|5696,1|1|,Elmira NY USA|Pine City NY United States|",42.090408,-76.798813
